cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,Senate,10/30/20,NE-S2,5,Fundraising,-15.44913,"As of Oct. 14, Sasse had raised $2,307,000 in individual contributions (97% of all such contributions to the major-party candidates); Janicek had raised $68,000 (3%).",DR,Chris Janicek,Ben Sasse,Janicek,Sasse,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,4,Generic ballot,3.034068,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Chris Janicek,Ben Sasse,Janicek,Sasse,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,3,Incumbent's margin in last election,-5.009545,Sasse won by 32.9 percentage points in 2014 in an open-seat race.,DR,Chris Janicek,Ben Sasse,Janicek,Sasse,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,2,State partisanship,-5.777558,"Nebraska is 24.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Chris Janicek,Ben Sasse,Janicek,Sasse,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,11,Total,-34.81597,"",DR,Chris Janicek,Ben Sasse,Janicek,Sasse,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NE-S2,1,Incumbency,-8.61219,"Sasse has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Nebraska is a small state but has nationally representative demographics, so incumbency will help Sasse a lot there.",DR,Chris Janicek,Ben Sasse,Janicek,Sasse,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,8,Scandals,-.0342976,Cunningham is involved in a scandal that developed since the last election for this seat.,DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,7,Challenger experience,.0176824,"Cunningham's highest previous elected office is state senator, which ranks in our bottom tier of elected offices. (Tillis's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,6,Incumbent's voting record in Congress,.0053364,"Tillis has voted with Republicans 85% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,5,Fundraising,-.0591762,"As of Oct. 14, Cunningham had raised $44,075,000 in individual contributions (77% of all such contributions to the major-party candidates); Tillis had raised $13,513,000 (23%).",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,4,Generic ballot,.0246596,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,3,Incumbent's margin in last election,-.0013047,"Tillis won by 1.6 percentage points in 2014, defeating an incumbent.",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,2,State partisanship,-.0077177,"North Carolina is 4.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,11,Total,-.120828,"",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,NC-S2,1,Incumbency,-.0660102,"Tillis has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. North Carolina is a large state with nationally representative demographics, so the incumbency advantage will be about average there.",DR,Cal Cunningham,Thom Tillis,Cunningham,Tillis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,7,Challenger experience,4.270093,"Bullock's highest previous elected office is governor, which ranks in our top tier of elected offices. (Daines's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,6,Incumbent's voting record in Congress,.2438148,"Daines has voted with Republicans 87% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,5,Fundraising,-2.551917,"As of Oct. 14, Bullock had raised $40,392,000 in individual contributions (66% of all such contributions to the major-party candidates); Daines had raised $21,239,000 (34%).",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,4,Generic ballot,.9109156,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,3,Incumbent's margin in last election,-.7542496,"Daines won by 17.7 percentage points in 2014 in an open-seat race. Montana has become somewhat more Democratic since the previous election, and Daines's victory margin is adjusted on this basis.",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,2,State partisanship,-1.281925,"Montana is 18.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Montana has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,11,Total,-1.909327,"",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MT-S2,1,Incumbency,-2.746059,"Daines has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Montana is a small state with somewhat distinctive demographics, so incumbency will help Daines a lot there.",DR,Steve Bullock,Steve Daines,Bullock,Daines,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,7,Challenger experience,.4563056,"Espy's highest previous elected office is U.S. representative, which ranks in our middle tier of elected offices. (Hyde-Smith's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,6,Incumbent's voting record in Congress,.0402209,Hyde-Smith has voted with Republicans 85% of the time in roll-call votes in recent sessions of Congress.,DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,5,Fundraising,-.4358589,"As of Oct. 14, Espy had raised $9,020,000 in individual contributions (83% of all such contributions to the major-party candidates); Hyde-Smith had raised $1,898,000 (17%).",DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,4,Generic ballot,.2001671,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,3,Incumbent's margin in last election,-.2114471,Hyde-Smith won by 22.0 percentage points in 2014 in an open-seat race.,DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,2,State partisanship,-.226273,"Mississippi is 14.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Mississippi has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,11,Total,-.7807328,"",DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MS-S2,1,Incumbency,-.6038474,"Hyde-Smith has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Mississippi is a small state with somewhat distinctive demographics, so incumbency will help Hyde-Smith a lot there.",DR,Mike Espy,Cindy Hyde-Smith,Espy,Hyde-Smith,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,7,Challenger experience,-11.01009,"Lewis's highest previous elected office is U.S. representative, which ranks in our middle tier of elected offices. (Smith's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,6,Incumbent's voting record in Congress,.4523384,Smith has voted with Democrats 76% of the time in roll-call votes in recent sessions of Congress.,DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,5,Fundraising,4.841864,"As of Oct. 14, Smith had raised $11,931,000 in individual contributions (70% of all such contributions to the major-party candidates); Lewis had raised $5,197,000 (30%).",DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,4,Generic ballot,4.829784,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,3,Incumbent's margin in last election,5.008271,Smith won by 10.2 percentage points in 2014 in an open-seat race.,DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,2,State partisanship,.5018222,"Minnesota is 1.4 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,11,Total,17.8746,"",DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MN-S2,1,Incumbency,13.2506,"Smith has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Minnesota is a medium-sized state with nationally representative demographics, so the incumbency advantage will be about average there.",DR,Tina Smith,Jason Lewis,Smith,Lewis,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,7,Challenger experience,0,James has never held elected office.,DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,6,Incumbent's voting record in Congress,.7548206,Peters has voted with Democrats 73% of the time in roll-call votes in recent sessions of Congress.,DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,5,Fundraising,1.142382,"As of Oct. 14, Peters had raised $36,470,000 in individual contributions (51% of all such contributions to the major-party candidates); James had raised $35,657,000 (49%).",DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,4,Generic ballot,3.746078,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,3,Incumbent's margin in last election,4.497929,Peters won by 13.3 percentage points in 2014 in an open-seat race.,DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,2,State partisanship,1.591691,"Michigan is 5.7 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Obama in 2012. Michigan has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,11,Total,21.4925,"",DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MI-S2,1,Incumbency,9.759601,"Peters has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Michigan is a large state with nationally representative demographics, so the incumbency advantage will be about average there.",DR,Gary Peters,John James,Peters,James,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,8,Scandals,-2.294591,Gideon is involved in a scandal that developed since the last election for this seat.,DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,7,Challenger experience,1.182991,"Gideon's highest previous elected office is state representative, which ranks in our bottom tier of elected offices. (Collins's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,6,Incumbent's voting record in Congress,-.3021931,Collins has voted with Republicans 73% of the time in roll-call votes in recent sessions of Congress.,DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,5,Fundraising,-3.912194,"As of Oct. 14, Gideon had raised $67,402,000 in individual contributions (77% of all such contributions to the major-party candidates); Collins had raised $19,780,000 (23%).",DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,4,Generic ballot,1.649782,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,3,Incumbent's margin in last election,-2.784295,"Collins won by 37.0 percentage points in 2014. Maine has become somewhat more Democratic since the previous election, and Collins's victory margin is adjusted on this basis.",DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,2,State partisanship,.3673037,"Maine is 3.0 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,11,Total,-11.00069,"",DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ME-S2,1,Incumbency,-4.907498,"Collins has been elected to 4 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Maine is a small state with somewhat distinctive demographics, so incumbency will help Collins a lot there.",DR,Sara Gideon,Susan Collins,Gideon,Collins,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,7,Challenger experience,0,O'Connor has never held elected office.,DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,6,Incumbent's voting record in Congress,-2.008504,"Markey has voted with Democrats 92% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,5,Fundraising,8.397506,"As of Oct. 14, Markey had raised $9,642,000 in individual contributions (95% of all such contributions to the major-party candidates); O'Connor had raised $526,000 (5%).",DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,4,Generic ballot,4.36867,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,3,Incumbent's margin in last election,7.816416,"Markey won by 23.9 percentage points in 2014 in an open-seat race. Massachusetts has become somewhat more Republican since the previous election, and Markey's victory margin is adjusted on this basis.",DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,2,State partisanship,7.74968,"Massachusetts is 23.2 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,11,Total,38.66362,"",DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,MA-S2,1,Incumbency,12.33985,"Markey has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Massachusetts is a medium-sized state with somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Ed Markey,Kevin O'Connor,Markey,O'Connor,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,8,Scandals,0,None of the candidates are involved in a scandal.,DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,7,Challenger experience,.2876521,Perkins's highest elected office is mayor. None of Cassidy's other challengers have elected experience.,DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,6,Incumbent's voting record in Congress,.3843719,"Cassidy has voted with Republicans 86% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,5,Fundraising,-7.625469,"As of Oct. 14, Republicans had raised a weighted average of $3,164,000 in individual contributions (82% of all such contributions to the major-party candidates); Democrats had raised a weighted average of $675,000 (18%).",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,4,Generic ballot,1.62656,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,3,Incumbent's margin in last election,-.9615681,"Cassidy won by 11.9 percentage points in 2014, defeating an incumbent.",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,2,State partisanship,-2.38546,"Louisiana is 19.3 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Louisiana has been considerably more Democratic in state legislative elections than in presidential elections.",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,11,Total,-8.238853,"",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,10,Number of candidates,5.128869,"",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,LA-S2,1,Incumbency,-4.69381,"Cassidy has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Louisiana is a medium-sized state with somewhat distinctive demographics, so incumbency will help Republicans a lot there.",DDRR,All Democrats,All Republicans,Democrats,Republicans,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,7,Challenger experience,0,McGrath has never held elected office.,DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,6,Incumbent's voting record in Congress,.1907581,McConnell has voted with Republicans 83% of the time in roll-call votes in recent sessions of Congress.,DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,5,Fundraising,-3.765702,"As of Oct. 14, McGrath had raised $87,932,000 in individual contributions (67% of all such contributions to the major-party candidates); McConnell had raised $43,392,000 (33%).",DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,4,Generic ballot,1.369534,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,3,Incumbent's margin in last election,-.700231,"McConnell won by 15.5 percentage points in 2014. Kentucky has become somewhat more Democratic since the previous election, and McConnell's victory margin is adjusted on this basis.",DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,2,State partisanship,-2.462736,"Kentucky is 23.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kentucky has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,11,Total,-9.223768,"",DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KY-S2,1,Incumbency,-3.85539,"McConnell has been elected to 6 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Kentucky is a medium-sized state with nationally representative demographics, so the incumbency advantage will be about average there.",DR,Amy McGrath,Mitch McConnell,McGrath,McConnell,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Barbara Bollier,Roger Marshall,Bollier,Marshall,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,7,Candidate experience,-.2323115,"Both Marshall and Bollier have previously held elected office. Marshall's highest office is U.S. representative, which ranks in our middle tier of elected offices. Bollier's highest office is state senator, which ranks in our bottom tier.",DR,Barbara Bollier,Roger Marshall,Bollier,Marshall,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,5,Fundraising,6.374368,"As of Oct. 14, Bollier had raised $22,945,000 in individual contributions (85% of all such contributions to the major-party candidates); Marshall had raised $4,050,000 (15%).",DR,Barbara Bollier,Roger Marshall,Bollier,Marshall,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,4,Generic ballot,6.477537,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Barbara Bollier,Roger Marshall,Bollier,Marshall,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,2,State partisanship,-18.43582,"Kansas is 21.4 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Kansas has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Barbara Bollier,Roger Marshall,Bollier,Marshall,17:34:24 30 Oct 2020
2020,Senate,10/30/20,KS-S2,11,Total,-5.816226,"",DR,Barbara Bollier,Roger Marshall,Bollier,Marshall,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,7,Challenger experience,-2.99127,"Curran's highest previous elected office is county sheriff, which ranks in our bottom tier of elected offices. (Durbin's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,6,Incumbent's voting record in Congress,.5742456,Durbin has voted with Democrats 75% of the time in roll-call votes in recent sessions of Congress.,DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,5,Fundraising,7.643982,"As of Oct. 14, Durbin had raised $3,434,000 in individual contributions (92% of all such contributions to the major-party candidates); Curran had raised $284,000 (8%).",DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,4,Generic ballot,4.171582,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,3,Incumbent's margin in last election,3.636814,Durbin won by 10.9 percentage points in 2014.,DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,2,State partisanship,4.081885,"Illinois is 13.0 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,11,Total,27.66145,"",DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,IL-S2,1,Incumbency,10.54421,"Durbin has been elected to 4 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Illinois is a large state with nationally representative demographics, so incumbency won't help Durbin as much there.",DR,Richard J. Durbin,Mark C. Curran Jr.,Durbin,Curran,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Paulette Jordan,Jim Risch,Jordan,Risch,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,7,Challenger experience,1.746998,"Jordan's highest previous elected office is state representative, which ranks in our bottom tier of elected offices. (Risch's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Paulette Jordan,Jim Risch,Jordan,Risch,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,6,Incumbent's voting record in Congress,.8629419,"Risch has voted with Republicans 89% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Paulette Jordan,Jim Risch,Jordan,Risch,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,5,Fundraising,-9.305384,"As of Oct. 14, Risch had raised $1,549,000 in individual contributions (62% of all such contributions to the major-party candidates); Jordan had raised $936,000 (38%).",DR,Paulette Jordan,Jim Risch,Jordan,Risch,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,4,Generic ballot,2.436338,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Paulette Jordan,Jim Risch,Jordan,Risch,17:34:24 30 Oct 2020
2020,Senate,10/30/20,ID-S2,3,Incumbent's margin in last election,-3.241195,Risch won by 30.7 percentage points in 2014.,DR,Paulette Jordan,Jim Risch,Jordan,Risch,17:34:24 30 Oct 2020
