cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/28/2020,9/2/2020,University of Texas at Tyler,901,lv,.9367549,0,46,46.45317,47.69696,"",68492,128223
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/20/2020,8/25/2020,Data for Progress,2295,lv,1.582572,0,48,48.10627,49.30891,"",68480,128198
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/21/2020,8/30/2020,Morning Consult,2632,lv,.9306305,0,47,47.04402,48.211,T,68292,127913
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/7/2020,8/16/2020,Morning Consult,2559,lv,1.1715,0,46,46.04394,47.1469,T,68281,127902
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/21/2020,8/22/2020,Public Policy Polling,764,v,.8400203,0,48,46.68131,47.82609,"",68176,127694
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/11/2020,8/13/2020,Global Strategy Group,700,lv,.5872463,0,47,45.57935,46.69634,"",68137,127630
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/4/2020,8/13/2020,YouGov,846,rv,1.062091,0,40.5,42.19294,43.30389,"",68082,127526
2020,Texas,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/5/2020,Trafalgar Group,1015,lv,.8630147,0,43.4,44.31565,45.56718,"",67958,127253
2020,Texas,10/30/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Morning Consult,2576,lv,.9357012,0,47,47.04402,48.31058,T,67882,127092
2020,Texas,10/30/2020,Joseph R. Biden Jr.,5/17/2020,5/26/2020,Morning Consult,2551,lv,1.265262,0,43,43.04357,45.40039,T,67802,126888
2020,Texas,10/30/2020,Joseph R. Biden Jr.,7/17/2020,7/26/2020,Morning Consult,2685,lv,.7711018,0,47,47.04402,48.36557,T,67694,126758
2020,Texas,10/30/2020,Joseph R. Biden Jr.,7/16/2020,7/20/2020,Spry Strategies,750,lv,.7356485,0,44.76,46.26762,47.5811,"",67629,126529
2020,Texas,10/30/2020,Joseph R. Biden Jr.,7/16/2020,7/20/2020,Quinnipiac University,880,rv,1.270933,0,45,46.10194,47.43414,"",67617,126513
2020,Texas,10/30/2020,Joseph R. Biden Jr.,7/7/2020,7/7/2020,Gravis Marketing,591,lv,.6011367,0,44,45.41566,46.67945,"",67084,125346
2020,Texas,10/30/2020,Joseph R. Biden Jr.,7/7/2020,7/10/2020,YouGov,1185,lv,1.323006,0,45,45.83911,47.11957,"",67057,125291
2020,Texas,10/30/2020,Joseph R. Biden Jr.,6/29/2020,7/7/2020,University of Texas at Tyler,1677,lv,1.185661,0,48,48.45445,49.71098,"",67054,125284
2020,Texas,10/30/2020,Joseph R. Biden Jr.,6/19/2020,6/29/2020,YouGov,1200,rv,1.225187,0,44,45.71431,46.87314,"",66982,125106
2020,Texas,10/30/2020,Joseph R. Biden Jr.,6/24/2020,6/25/2020,Public Policy Polling,729,v,.6296191,0,48,46.68131,47.85278,"",66979,125102
2020,Texas,10/30/2020,Joseph R. Biden Jr.,6/20/2020,6/23/2020,Fox News/Beacon Research/Shaw & Co. Research,1001,rv,1.544533,0,45,45.89114,47.07729,"",66919,124956
2020,Texas,10/30/2020,Joseph R. Biden Jr.,6/18/2020,6/19/2020,Public Policy Polling,907,v,.720189,0,46,44.68623,45.91346,"",66876,124818
2020,Texas,10/30/2020,Joseph R. Biden Jr.,6/3/2020,6/4/2020,Public Policy Polling,682,v,.7509071,0,48,46.68131,48.39529,"",66742,124517
2020,Texas,10/30/2020,Joseph R. Biden Jr.,5/28/2020,6/1/2020,Quinnipiac University,1166,rv,1.545541,0,43,44.09576,46.04288,"",66722,124461
2020,Texas,10/30/2020,Joseph R. Biden Jr.,5/8/2020,5/10/2020,Emerson College,800,rv,1.241459,0,48.31,48.20267,50.81807,"",66241,123278
2020,Texas,10/30/2020,Joseph R. Biden Jr.,4/18/2020,4/27/2020,University of Texas at Tyler,1183,rv,.9928668,0,43,44.32349,46.81152,"",66043,122508
2020,Texas,10/30/2020,Joseph R. Biden Jr.,4/27/2020,4/28/2020,Public Policy Polling,1032,v,1.325377,0,47,46.22897,48.75042,"",65944,122177
2020,Texas,10/30/2020,Joseph R. Biden Jr.,4/10/2020,4/19/2020,YouGov,1200,rv,1.304387,0,44,45.71431,48.18957,"",65918,122108
2020,Texas,10/30/2020,Joseph R. Biden Jr.,2/24/2020,3/2/2020,AtlasIntel,1100,rv,.9533595,0,42.8,44.24312,45.98521,"",64665,119441
2020,Texas,10/30/2020,Joseph R. Biden Jr.,2/23/2020,2/27/2020,Marist College,2409,rv,3.530753,0,45,45.62206,47.41303,"",64640,119335
2020,Texas,10/30/2020,Joseph R. Biden Jr.,2/17/2020,2/26/2020,University of Texas at Tyler,1221,rv,.9862601,0,44,45.32748,47.16249,"",64638,119319
2020,Texas,10/30/2020,Joseph R. Biden Jr.,2/22/2020,2/26/2020,SSRS,1003,rv,1.193588,0,48,47.47173,49.1918,"",64615,119215
2020,Texas,10/30/2020,Joseph R. Biden Jr.,2/21/2020,2/26/2020,Univision/University of Houston/Latino Decisions,1004,rv,.936999,0,43,44.34714,46.1492,"",64613,119201
2020,Texas,10/30/2020,Joseph R. Biden Jr.,1/31/2020,2/9/2020,YouGov,1200,rv,1.304387,0,43,44.70932,46.93921,"",63798,117456
2020,Texas,10/30/2020,Joseph R. Biden Jr.,1/21/2020,1/30/2020,University of Texas at Tyler,1169,rv,.9878865,0,42,43.3188,45.48206,"",63422,116463
2020,Texas,10/30/2020,Joseph R. Biden Jr.,1/16/2020,1/21/2020,Data for Progress,1486,lv,1.359813,0,40,40.10368,42.22488,"",63391,116348
2020,Texas,10/30/2020,Joseph R. Biden Jr.,1/10/2020,1/19/2020,Texas Lyceum,520,lv,.7099195,0,46,45.68198,47.76312,"",63389,116338
2020,Texas,10/30/2020,Joseph R. Biden Jr.,12/4/2019,12/9/2019,SSRS,1003,rv,1.193588,0,47,46.47247,49.00045,"",63084,114823
2020,Texas,10/30/2020,Joseph R. Biden Jr.,11/9/2019,11/21/2019,Beacon Research,1000,rv,.6909416,0,44,43.55425,45.40784,"",62992,114139
2020,Texas,10/30/2020,Joseph R. Biden Jr.,11/5/2019,11/14/2019,University of Texas at Tyler,1093,rv,.9596049,0,39.4,40.70336,42.55982,"",62645,113152
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,5099,lv,.4287875,.4287875,42,41.08862,41.39078,T,72250,135590
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,4858,lv,.0145642,.0144827,42,41.08862,41.39095,T,72096,135223
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,4696,lv,.0404781,.0391183,42,41.08862,41.40374,T,71986,134989
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,4642,lv,0,0,42,41.08862,41.41323,T,71901,134815
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,4565,lv,.0135667,.012959,42,41.08862,41.42361,T,71834,134680
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,4547,lv,.0134924,.0125858,42,41.08862,41.47237,T,71773,134549
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4469,lv,.0132595,.0122944,41,40.09287,40.48669,T,71690,134350
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,4332,lv,.0248241,.0228782,41,40.09287,40.50344,T,71577,134125
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,4150,lv,0,0,41,40.09287,40.52079,T,71475,133913
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/20/2020,10/18/2020,SurveyMonkey,3973,lv,.022799,.0207566,41,40.09287,40.54615,T,71390,133729
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,3901,lv,0,0,41,40.09287,40.56866,T,71308,133568
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,3834,lv,.0114209,.0102699,40,39.0976,39.5969,T,71250,133451
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/17/2020,10/15/2020,SurveyMonkey,3644,lv,.0209918,.0187586,40,39.0976,39.61812,T,71189,133324
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,3433,lv,0,0,41,40.09287,40.6384,T,71115,133174
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/15/2020,10/13/2020,SurveyMonkey,3308,lv,.0191295,.0168802,40,39.0976,39.66777,T,71021,132967
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,3171,lv,0,0,40,39.0976,39.69945,T,70967,132797
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,1092,lv,.2237418,.0383343,36.98,36.09483,37.3765,"",70455,131309
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,2481,lv,.2859162,.0922104,37.73,36.84014,38.224,"",70405,131207
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1796,lv,.1657369,.0914986,39.57,38.66978,39.95794,"",70355,131105
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,2329,lv,.0944697,.0754277,40.64,39.73452,40.80518,T,70303,130998
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,5/5/2020,5/22/2020,SSRS,1000,rv,1.191454,0,42,41.90516,44.02682,"",66766,124568
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,4/22/2020,5/1/2020,East Tennessee State University,536,lv,.753103,0,36,36.83792,38.76891,"",66316,123457
2020,Tennessee,10/30/2020,Joseph R. Biden Jr.,1/28/2020,1/30/2020,Mason-Dixon Polling & Strategy,625,rv,.9947295,0,39,39.92412,41.88519,"",63464,116650
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,1098,lv,.3970665,.3865482,41,39.77197,39.83512,T,72251,135591
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,1066,lv,.0137322,.0132775,42,40.76611,40.83395,T,72097,135224
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,964,lv,.0245604,.0229339,43,41.7609,41.85875,T,71987,134990
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,948,lv,.0120569,.0111786,43,41.7609,41.87107,T,71902,134816
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,10/19/2020,10/21/2020,Mason-Dixon Polling & Strategy,625,lv,1.109911,1.109911,40,40.05275,40.11134,"",71881,134734
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,928,lv,.0117871,.0108504,43,41.7609,41.8851,T,71835,134681
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,910,lv,.0222297,.0198743,44,42.75633,42.94473,T,71774,134550
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,847,lv,0,0,45,43.75241,43.95281,T,71691,134351
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,828,lv,.0202093,.0178002,45,43.75241,43.97028,T,71578,134126
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,817,lv,0,0,45,43.75241,43.98688,T,71476,133914
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,785,lv,.0099242,.0086097,45,43.75241,44.01005,T,71391,133730
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/19/2020,10/17/2020,SurveyMonkey,773,lv,.0188782,.0162527,44,42.75633,43.03485,T,71309,133569
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,766,lv,0,0,43,41.7609,42.06045,T,71251,133452
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,723,lv,.0091602,.007765,44,42.75633,43.07597,T,71190,133325
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,669,lv,.0084858,.0071371,44,42.75633,43.09405,T,71116,133175
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,622,lv,.0079007,.0065926,43,41.7609,42.11909,T,71022,132968
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,547,lv,.0134386,.0111247,43,41.7609,42.14402,T,70966,132796
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,160,lv,.1364383,0,37.46,36.25796,37.43358,"",70456,131310
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,396,lv,.2805834,.0483124,35.22,34.03867,35.19304,"",70406,131208
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,277,lv,.1228384,.0545045,38.27,37.06129,38.12189,"",70356,131106
2020,South Dakota,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,354,lv,.0562261,.0413317,40.74,39.5136,40.29055,T,70304,130999
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,4725,lv,.566235,.2081117,44,42.66688,42.76803,T,72252,135592
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/24/2020,10/25/2020,East Carolina University,763,lv,.9400353,.9030696,44.3,44.73779,44.60753,"",72157,135318
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,4582,lv,.020349,.0066157,44,42.66688,42.7671,T,72098,135225
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/22/2020,10/27/2020,Data for Progress,1196,lv,.8680003,.7306564,44,42.97544,43.02335,"",72071,135117
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/26/2020,10/26/2020,Starboard Communications,800,lv,.9342347,.9342347,43.9,43.79253,43.84386,"",72032,135036
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,4403,lv,.0710248,.0121618,44,42.66688,42.77452,T,71988,134991
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,4356,lv,0,0,45,43.66264,43.779,T,71903,134817
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,4313,lv,.0272713,.0038534,45,43.66264,43.7883,T,71836,134682
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,4255,lv,.0741547,.006184,45,43.66264,43.83158,T,71775,134551
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4109,lv,0,0,44,42.66688,42.84785,T,71692,134352
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/11/2020,10/20/2020,Morning Consult,926,lv,.7499807,.2764821,45,45.04517,45.06665,T,71646,134218
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,3943,lv,.0412653,.0026428,45,43.66264,43.86057,T,71579,134127
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/21/2020,10/19/2020,SurveyMonkey,3810,lv,.0786308,.0045871,45,43.66264,43.87723,T,71477,133915
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,3666,lv,0,0,45,43.66264,43.90121,T,71392,133731
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,3596,lv,.0409079,.0018077,46,44.65909,44.91966,T,71310,133570
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/18/2020,10/16/2020,SurveyMonkey,3527,lv,.0809528,.0029245,46,44.65909,44.94539,T,71252,133453
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,3354,lv,0,0,45,43.66264,43.96823,T,71191,133326
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,3131,lv,.0425902,.000756,45,43.66264,43.98912,T,71117,133176
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/9/2020,10/14/2020,Siena College/The New York Times Upshot,605,lv,1.288058,.2853811,41,41.56711,41.64088,"",71096,133086
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,2988,lv,.0443352,.0003292,45,43.66264,44.01684,T,71023,132969
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/8/2020,10/11/2020,Data for Progress,801,lv,.7011692,.1208822,43,41.97915,42.0397,"",71011,132893
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,2816,lv,.0849344,0,44,42.66688,43.05033,T,70965,132795
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,10/2/2020,10/11/2020,Morning Consult,903,lv,.733721,.0896449,42,42.04472,42.12028,T,70761,132370
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/24/2020,9/28/2020,GBAO,800,lv,.8410081,0,44,42.78364,43.31679,"",70670,132163
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,863,lv,.5150692,0,46.53,45.18749,46.23081,"",70457,131311
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,1700,lv,.573787,0,44.48,43.14476,44.28622,"",70407,131209
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1326,lv,.5665931,0,45.31,43.97147,45.01535,"",70357,131107
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,1833,lv,.4673524,0,45.37,44.03125,44.86477,T,70305,131000
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/23/2020,9/28/2020,Data for Progress,824,lv,.787411,0,44,42.97544,43.52391,"",70082,130560
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/23/2020,9/27/2020,Quinnipiac University,1123,lv,1.550699,0,47,46.3514,46.93754,"",70070,130526
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/22/2020,9/25/2020,YouGov,1080,lv,1.328531,0,42,42.47367,43.07338,"",69993,130353
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/11/2020,9/20/2020,Morning Consult,764,lv,.84002,0,44,44.04504,44.88213,T,69637,129829
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,9/10/2020,9/14/2020,Quinnipiac University,969,lv,1.40998,0,45,44.35427,45.29055,"",69491,129444
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,7/30/2020,8/3/2020,Quinnipiac University,914,rv,1.306128,0,42,42.2283,43.25522,"",67951,127225
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Morning Consult,741,lv,.8276941,0,44,44.04504,45.06417,T,67881,127091
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,7/15/2020,7/20/2020,ALG Research,591,lv,.5650506,0,45,43.42089,44.47801,"",67684,126743
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,7/13/2020,7/19/2020,brilliant corners Research & Strategies,800,lv,.8041003,0,43,41.99149,43.05202,"",67677,126709
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,7/17/2020,7/17/2020,Gravis Marketing,604,lv,.7638013,0,46,45.45086,46.55115,"",67578,126433
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,5/23/2020,5/26/2020,Civiqs,591,rv,.6887537,0,42,42.67797,44.37214,"",66546,124015
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,2/25/2020,2/28/2020,AtlasIntel,1100,rv,.9533595,0,41.8,42.89003,44.3441,"",64622,119272
2020,South Carolina,10/30/2020,Joseph R. Biden Jr.,1/31/2020,2/2/2020,East Carolina University,1756,rv,1.286144,0,40,41.29396,42.85637,"",63470,116674
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,910,lv,.3749672,.3749672,67,65.70656,65.75289,T,72253,135593
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,863,lv,.0126696,.0125987,67,65.70656,65.76434,T,72099,135226
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,842,lv,.035425,.0342349,68,66.71886,66.84314,T,71989,134992
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,835,lv,0,0,68,66.71886,66.8649,T,71904,134818
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,820,lv,.0118769,.0113449,69,67.73193,67.89919,T,71837,134683
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,786,lv,.0218817,.0204115,68,66.71886,66.98399,T,71776,134552
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/23/2020,10/21/2020,SurveyMonkey,760,lv,.0105715,.009802,68,66.71886,67.00579,T,71693,134353
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,716,lv,0,0,68,66.71886,67.03016,T,71580,134128
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,678,lv,.0097584,.0089388,67,65.70656,66.04649,T,71478,133916
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/20/2020,10/18/2020,SurveyMonkey,654,lv,.0181718,.0165439,68,66.71886,67.08094,T,71393,133732
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,645,lv,0,0,68,66.71886,67.10959,T,71311,133571
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,631,lv,.0090817,.0081664,68,66.71886,67.14072,T,71253,133454
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,580,lv,.0083504,.007462,68,66.71886,67.17293,T,71192,133327
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/16/2020,10/14/2020,SurveyMonkey,537,lv,.0149369,.0132643,67,65.70656,66.199,T,71118,133177
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,514,lv,0,0,67,65.70656,66.23349,T,71024,132970
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,488,lv,.0070412,.0061739,67,65.70656,66.26947,T,70964,132794
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,176,lv,.1700685,.0291383,59.67,58.30957,59.94967,"",70458,131312
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,253,lv,.160737,.051839,60.07,58.7122,60.54788,"",70408,131210
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,208,lv,.0968116,.053447,56.53,55.15298,56.65844,"",70358,131108
2020,Rhode Island,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,351,lv,.0671154,.0535871,62.21,60.86825,62.05771,T,70306,131001
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/28/2020,10/29/2020,Public Policy Polling,1012,v,.9066786,.9066786,52,50.68199,50.66513,"",72328,135693
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/23/2020,10/26/2020,Swayable,491,lv,.4719017,.4102775,51.9,51.53124,51.55747,"",72307,135647
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,10599,lv,.5980833,.2214857,52,50.53045,50.56998,T,72254,135594
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/26/2020,10/29/2020,Harris Insights & Analytics,901,lv,.9035301,.8738949,51,51.12676,51.13718,"",72237,135523
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/23/2020,10/27/2020,Quinnipiac University,1324,lv,1.714272,1.485584,51,49.77504,49.78877,"",72222,135487
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/17/2020,10/20/2020,Citizen Data,1000,lv,.8386342,.4005757,43.99,45.64258,45.65309,"",72185,135395
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/19/2020,10/25/2020,Franklin & Marshall College,558,lv,.8776745,.5911425,50,50.00976,50.00969,"",72172,135367
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/25/2020,10/27/2020,RMG Research,800,lv,.8138771,.7341658,51,51.39214,51.41167,"",72169,135361
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/17/2020,10/25/2020,Univision/University of Houston/Latino Decisions/North Star Opinion Research,723,rv,.7916517,.5073586,50,50.69137,50.69999,"",72150,135277
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,10250,lv,.0216522,.0071889,52,50.53045,50.57541,T,72100,135227
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/23/2020,10/26/2020,Civiqs,1145,lv,.9287162,.8038018,52,50.82333,50.82539,"",72039,135049
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,9986,lv,.0568103,.0100959,52,50.53045,50.61245,T,71990,134993
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/20/2020,10/26/2020,Ipsos,655,lv,.8069167,.5628751,50.5,50.99591,51.00325,"",71976,134925
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/25/2020,10/25/2020,Opinion Savvy/InsiderAdvantage,400,lv,.6575009,.571113,45.5,46.74725,46.7725,"",71969,134912
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,10/13/2020,10/21/2020,YouGov,669,lv,.9707677,.3949942,52,52.04945,52.06094,"",71947,134866
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,9903,lv,.0306844,.004919,52,50.53045,50.62627,T,71905,134819
2020,Pennsylvania,10/30/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,9777,lv,.0337007,.0047798,52,50.53045,50.64211,T,71838,134684
